date,iso_code,country,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,,,,,,,date
2021-01-04,CRI,Costa Rica,,,,,414,,,,81,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-04
2021-01-05,CRI,Costa Rica,,,,,588,,,,115,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-05
2021-01-06,CRI,Costa Rica,,,,,763,,,,150,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-06
2021-01-07,CRI,Costa Rica,,,,,937,,,,184,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-07
2021-01-08,CRI,Costa Rica,9751,,,,1111,0.19,,,218,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-08
2021-01-09,CRI,Costa Rica,,,,,1385,,,,272,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-09
2021-01-10,CRI,Costa Rica,,,,,1659,,,,326,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-10
2021-01-11,CRI,Costa Rica,,,,,1759,,,,345,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-11
2021-01-12,CRI,Costa Rica,,,,,1859,,,,365,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-12
2021-01-13,CRI,Costa Rica,,,,,1959,,,,385,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-13
2021-01-14,CRI,Costa Rica,,,,,2058,,,,404,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-14
2021-01-15,CRI,Costa Rica,24859,24804,55,,2158,0.49,0.49,0,424,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-15
2021-01-16,CRI,Costa Rica,,,,,2066,,,,406,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-16
2021-01-17,CRI,Costa Rica,,,,,1973,,,,387,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-17
2021-01-18,CRI,Costa Rica,29389,29257,132,,1880,0.58,0.57,0,369,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-18
2021-01-19,CRI,Costa Rica,,,,,1955,,,,384,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-19
2021-01-20,CRI,Costa Rica,,,,,2029,,,,398,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-20
2021-01-21,CRI,Costa Rica,,,,,2103,,,,413,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-21
2021-01-22,CRI,Costa Rica,,,,,2177,,,,427,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-22
2021-01-23,CRI,Costa Rica,,,,,2344,,,,460,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-23
2021-01-24,CRI,Costa Rica,,,,,2510,,,,493,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-24
2021-01-25,CRI,Costa Rica,48128,45707,2421,,2677,0.94,0.9,0.05,526,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-25
2021-01-26,CRI,Costa Rica,,,,,2490,,,,489,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-26
2021-01-27,CRI,Costa Rica,,,,,2303,,,,452,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-27
2021-01-28,CRI,Costa Rica,,,,,2116,,,,415,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-28
2021-01-29,CRI,Costa Rica,,,,,1929,,,,379,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-29
2021-01-30,CRI,Costa Rica,,,,,1742,,,,342,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-30
2021-01-31,CRI,Costa Rica,,,,,1555,,,,305,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-01-31
2021-02-01,CRI,Costa Rica,57701,45863,11838,,1368,1.13,0.9,0.23,269,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-01
2021-02-02,CRI,Costa Rica,,,,,1528,,,,300,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-02
2021-02-03,CRI,Costa Rica,,,,,1688,,,,331,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-03
2021-02-04,CRI,Costa Rica,,,,,1848,,,,363,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-04
2021-02-05,CRI,Costa Rica,,,,,2007,,,,394,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-05
2021-02-06,CRI,Costa Rica,,,,,2167,,,,425,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-06
2021-02-07,CRI,Costa Rica,,,,,2327,,,,457,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-07
2021-02-08,CRI,Costa Rica,75113,46750,28363,,2487,1.47,0.92,0.56,488,Pfizer/BioNTech,National Health Commission,https://twitter.com/CarlosAlvQ/status/1358890771701633025,,,,,,,2021-02-08
2020-12-30,HRV,Croatia,7864,7864,,,,0.19,0.19,,,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2020-12-30
2020-12-31,HRV,Croatia,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2020-12-31
2021-01-01,HRV,Croatia,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-01
2021-01-02,HRV,Croatia,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-02
2021-01-03,HRV,Croatia,12285,12285,,,1105,0.3,0.3,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-03
2021-01-04,HRV,Croatia,,,,,1036,,,,252,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-04
2021-01-05,HRV,Croatia,13798,13798,,,989,0.34,0.34,,241,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-05
2021-01-06,HRV,Croatia,,,,,1334,,,,325,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-06
2021-01-07,HRV,Croatia,20603,20603,,,1662,0.5,0.5,,405,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-07
2021-01-08,HRV,Croatia,24985,24985,,4382,2130,0.61,0.61,,519,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-08
2021-01-09,HRV,Croatia,30000,30000,,5015,2689,0.73,0.73,,655,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-09
2021-01-10,HRV,Croatia,,,,,2693,,,,656,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-10
2021-01-11,HRV,Croatia,,,,,2748,,,,669,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-11
2021-01-12,HRV,Croatia,,,,,2802,,,,683,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-12
2021-01-13,HRV,Croatia,34553,34553,,,2479,0.84,0.84,,604,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-13
2021-01-14,HRV,Croatia,38000,38000,,3447,2485,0.93,0.93,,605,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-14
2021-01-15,HRV,Croatia,41532,41532,,3532,2364,1.01,1.01,,576,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-15
2021-01-16,HRV,Croatia,45906,45906,,4374,2272,1.12,1.12,,553,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-16
2021-01-17,HRV,Croatia,,,,,2510,,,,611,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-17
2021-01-18,HRV,Croatia,,,,,2747,,,,669,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-18
2021-01-19,HRV,Croatia,54304,54304,,,2984,1.32,1.32,,727,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-19
2021-01-20,HRV,Croatia,,,,,3329,,,,811,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-20
2021-01-21,HRV,Croatia,,,,,3343,,,,814,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-21
2021-01-22,HRV,Croatia,64951,,,,3346,1.58,,,815,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-22
2021-01-23,HRV,Croatia,,,,,2960,,,,721,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-23
2021-01-24,HRV,Croatia,,,,,2800,,,,682,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-24
2021-01-25,HRV,Croatia,69984,58077,11907,,2640,1.7,1.41,0.29,643,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-25
2021-01-26,HRV,Croatia,,,,,2598,,,,633,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-26
2021-01-27,HRV,Croatia,,,,,2448,,,,596,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-27
2021-01-28,HRV,Croatia,,,,,2299,,,,560,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-28
2021-01-29,HRV,Croatia,80000,,,,2150,1.95,,,524,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-29
2021-01-30,HRV,Croatia,,,,,2097,,,,511,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-30
2021-01-31,HRV,Croatia,,,,,2045,,,,498,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-01-31
2021-02-01,HRV,Croatia,83928,58829,25099,,1992,2.04,1.43,0.61,485,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-02-01
2021-02-02,HRV,Croatia,,,,,1920,,,,468,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-02-02
2021-02-03,HRV,Croatia,87929,59064,28865,,1848,2.14,1.44,0.7,450,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-02-03
2021-02-04,HRV,Croatia,95505,59593,35912,7576,2573,2.33,1.45,0.87,627,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-hrvatskoj-zabiljezeno-549-novih-slucajeva-zaraze-koronavirusom-sutra-dolazi-cjepivo-astrazenece/31456,,,,,,,2021-02-04
2021-01-06,CYP,Cyprus,3901,,,,,0.45,,,,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-06
2021-01-07,CYP,Cyprus,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-07
2021-01-08,CYP,Cyprus,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-08
2021-01-09,CYP,Cyprus,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-09
2021-01-10,CYP,Cyprus,6035,,,,534,0.69,,,610,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-10
2021-01-11,CYP,Cyprus,,,,,594,,,,678,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-11
2021-01-12,CYP,Cyprus,,,,,635,,,,725,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-12
2021-01-13,CYP,Cyprus,,,,,664,,,,758,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-13
2021-01-14,CYP,Cyprus,,,,,708,,,,808,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-14
2021-01-15,CYP,Cyprus,10226,,,,751,1.17,,,857,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-15
2021-01-16,CYP,Cyprus,,,,,821,,,,937,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-16
2021-01-17,CYP,Cyprus,,,,,891,,,,1017,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-17
2021-01-18,CYP,Cyprus,,,,,917,,,,1047,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-18
2021-01-19,CYP,Cyprus,,,,,943,,,,1077,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-19
2021-01-20,CYP,Cyprus,,,,,969,,,,1106,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-20
2021-01-21,CYP,Cyprus,,,,,996,,,,1137,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-21
2021-01-22,CYP,Cyprus,17379,15322,2057,,1022,1.98,1.75,0.23,1167,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-22
2021-01-23,CYP,Cyprus,,,,,1035,,,,1182,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-23
2021-01-24,CYP,Cyprus,,,,,1048,,,,1196,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-24
2021-01-25,CYP,Cyprus,,,,,1061,,,,1211,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-25
2021-01-26,CYP,Cyprus,,,,,1074,,,,1226,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-26
2021-01-27,CYP,Cyprus,,,,,1087,,,,1241,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-27
2021-01-28,CYP,Cyprus,,,,,1100,,,,1256,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-28
2021-01-29,CYP,Cyprus,25168,19617,5551,,1113,2.87,2.24,0.63,1271,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-29
2021-01-30,CYP,Cyprus,,,,,1110,,,,1267,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-30
2021-01-31,CYP,Cyprus,,,,,1108,,,,1265,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-01-31
2021-02-01,CYP,Cyprus,,,,,1105,,,,1262,Pfizer/BioNTech,Ministry of Health,https://www.financialmirror.com/2021/02/06/covid19-record-tests-as-cyprus-prepares-to-open-shops/,,,,,,,2021-02-01
